level,client_id,status_code,latency_ms
1000,load-test-client-1000-898,200,697.38
1000,load-test-client-1000-917,200,697.38
1000,load-test-client-1000-894,200,698.22
1000,load-test-client-1000-586,200,713.35
1000,load-test-client-1000-908,200,699.86
1000,load-test-client-1000-967,200,691.53
1000,load-test-client-1000-920,200,692.54
1000,load-test-client-1000-33,200,799.49
1000,load-test-client-1000-590,200,725.09
1000,load-test-client-1000-56,200,808.56
1000,load-test-client-1000-929,200,735.16
1000,load-test-client-1000-892,200,751.33
1000,load-test-client-1000-943,200,735.94
1000,load-test-client-1000-944,200,740.00
1000,load-test-client-1000-923,200,743.26
1000,load-test-client-1000-249,200,809.42
1000,load-test-client-1000-935,200,724.53
1000,load-test-client-1000-954,200,749.76
1000,load-test-client-1000-938,200,746.08
1000,load-test-client-1000-918,200,756.24
1000,load-test-client-1000-51,200,844.25
1000,load-test-client-1000-931,200,746.70
1000,load-test-client-1000-953,200,740.20
1000,load-test-client-1000-945,200,749.19
1000,load-test-client-1000-949,200,749.58
1000,load-test-client-1000-24,200,854.73
1000,load-test-client-1000-907,200,769.17
1000,load-test-client-1000-951,200,751.68
1000,load-test-client-1000-166,200,853.84
1000,load-test-client-1000-63,200,858.32
1000,load-test-client-1000-966,200,764.71
1000,load-test-client-1000-914,200,763.47
1000,load-test-client-1000-646,200,798.83
1000,load-test-client-1000-942,200,778.41
1000,load-test-client-1000-961,200,737.92
1000,load-test-client-1000-928,200,763.24
1000,load-test-client-1000-955,200,743.37
1000,load-test-client-1000-80,200,862.58
1000,load-test-client-1000-950,200,747.91
1000,load-test-client-1000-958,200,778.92
1000,load-test-client-1000-7,200,900.84
1000,load-test-client-1000-960,200,795.85
1000,load-test-client-1000-965,200,784.47
1000,load-test-client-1000-563,200,784.08
1000,load-test-client-1000-142,200,915.81
1000,load-test-client-1000-106,200,923.68
1000,load-test-client-1000-45,200,927.93
1000,load-test-client-1000-86,200,929.74
1000,load-test-client-1000-42,200,936.76
1000,load-test-client-1000-940,200,806.41
1000,load-test-client-1000-969,200,792.30
1000,load-test-client-1000-565,200,801.66
1000,load-test-client-1000-41,200,884.99
1000,load-test-client-1000-11,200,939.84
1000,load-test-client-1000-61,200,943.64
1000,load-test-client-1000-69,200,953.59
1000,load-test-client-1000-39,200,947.42
1000,load-test-client-1000-260,200,918.03
1000,load-test-client-1000-167,200,941.29
1000,load-test-client-1000-81,200,963.66
